;Unidade Acadêmica;Departamento;NomedoLaboratorio;Responsável(is);Site;Observações;Campus da UFC;Localização;Empresa Privada Parceira
72;Centro de Ciências (CC);Biologia;Laboratório de Citogenética;Maria Aparecida Oliveira Alves;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;906;-
73;Centro de Ciências (CC);Biologia;Laboratório de Cultura de Tecidos;João Luiz Pinheiro Bastos;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;906;-
74;Centro de Ciências (CC);Biologia;Laboratório de Ecologia Microbiana e Molecular;Vânia Maria Maciel Melo;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;?;-
75;Centro de Ciências (CC);Biologia;Laboratório de Sistemática e Ecologia Vegetal (LASEV);Maria Iracema Bezerra Loiola;http://rcpol.org.br/pt/quem-somos/labs-grupos-pesquisa/laboratorio-de-sistematica-e-ecologia-vegetal/;?;Pici;906;-
76;Centro de Ciências (CC);Biologia;Laboratório de Fisiologia Animal;Ana de Fátima Fontenele Urano Carvalho;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;?;-
77;Centro de Ciências (CC);Biologia;Laboratório de Fitogeografia;Francisca Soares de Araújo;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;?;-
78;Centro de Ciências (CC);Biologia;Laboratório de Genética Molecular;Thalles Barbosa Grangeiro;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;906;-
79;Centro de Ciências (CC);Biologia;Laboratório de Histologia e Embriologia Animal;José Roberto Feitosa Silva;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;?;-
80;Centro de Ciências (CC);Biologia;Laboratório de Malacologia / Zoologia;"Helena Matthews Cascon
Paulo Cascon";https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;?;-
81;Centro de Ciências (CC);Biologia;Laboratório de Microbiologia Ambiental;"Suzana Claudia Silveira Martins
Claudia Miranda Martins";https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;?;-
82;Centro de Ciências (CC);Biologia;Laboratório de Sistemática Vegetal; Ligia Queiróz Matias;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;?;-
83;Centro de Ciências (CC);Biologia;Laboratório de Zoneamento Ecológico;José Gerardo Bezerra de Oliveira;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;?;-
84;Centro de Ciências (CC);Biologia;Laboratório de Morfologia e Anatomia Vegetal;Arlete de Aparecida Soares;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;906;-
85;Centro de Ciências (CC);Biologia;Laboratório de Anatomia Vegetal;Arlete de Aparecida Soares;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-biologia-3/;?;Pici;906;-
86;Centro de Ciências (CC);Biologia;Laboratório de Interações Vegetais (LIVE);Roberta Boscaini Zandavalli;-;?;Pici;?;
87;Centro de Ciências (CC);Biologia;Biotério Central;Daniele de Oliveira Bezerra de Sousa;http://www.bioteriocentral.ufc.br/;Fornecimento de ratos da linhagem Wistar. Fornecimento de camundongos da linhagem Swiss. Visitas técnicas.;Pici;908 (funcionando temporariamente na nova estrutura do Núcleo de Pesquisa e Desenvolvimento de Medicamentos (NPDM), no Campus do Porrangabuçu);-
;Centro de Ciências (CC);Biologia;Laboratório de Pesquisa Ensino de Biologia (LEBIO) - Grupo: Gepenci;Raphael Alves Feitosa ;;;;;
88;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Biotecnologia de Proteases Vegetais;Cleverson Diniz Teixeira de Freitas;;;Pici;907;-
89;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório do Metabolismo de Plantas;Danilo de Menezes Daloso;www.labplantufc.wixsite.com/labpage;https://biotecnologia.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-de-metabolismo-de-plantas/;Pici;907, sala 1080;-
90;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Moléculas Biologicamente Ativas;"Benildo Sousa Cavada
Kyria Santiago do Nascimento";https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-de-moleculas-biologicamente-ativas/;;Pici;?;-
91;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Genômica Funcional e Bioinformática;José Hélio Costa;https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professor-helio/;;Pici;?;-
92;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Biotecnologia de Algas e Bioprocessos;Marjory Lima Holanda;https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-profa-marjory/;;Pici;?;-
93;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório do Grupo de Biotecnologia Molecular e Estrutural (GBME);"André Luis Coelho da Silva 
Bruno Anderson Matias da Rocha";https://www.labbmol.org/;"https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professor-bruno-e-andre-andar-superior/
https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professor-bruno-e-andre-terreo/";Pici;907;-
94;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Algas Marinhas;Ana Lúcia Pontes Freitas;https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professora-ana-lucia/;;Pici;?;-
95;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Plantas Laticíferas;Márcio Viana Ramos;http://www.plantaslaticiferas.ufc.br/;https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-de-plantas-laticiferas/;Pici;?;-
96;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Biologia Molecular de Plantas;Francisco de Assis de Paiva Campos;https://bioplant.ufc.br/pt/;https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-1/;Pici;?;-
97;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Fisiologia Vegetal;"Enéas Gomes Filho
Humberto Henrique de Carvalho";https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professor-eneas-e-professor-humberto/;;Pici;?;-
98;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Bioquímica e e Fisiologia Pos-colheita de Frutos, do Grupo de Fisiologia Vegetal;Maria Raquel Alcântara de Miranda;https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professora-raquel/;;Pici;Depto. Bioquímica e Biologia Molecular;-
99;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Proteínas Vegetais de Defesa;"José Tadeu Abreu de Oliveira
Murilo Siqueira Alves";https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professor-tadeu-e-professor-murilo/;;Pici;?;-
100;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Carboidratos e Lectinas;Norma Maria Barros Benevides;https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professora-norma/;;Pici;?;-
101;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Toxinas Vegetais;"Ilka Maria Vasconcelos
Daniele de Oliveira Bezerra de Sousa";https://dbbm.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-professora-ilka-e-professora-daniele/;;Pici;?;-
102;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Biotecnologia Vegetal;Cristina Paiva da Silveira Carvalho;https://biotecnologia.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-de-biotecnologia-vegetal/;;Pici;?;-
103;Centro de Ciências (CC);Bioquímica e Biologia Molecular;Laboratório de Carboidratos e Lectinas;Norma Maria Barros Benevides;https://biotecnologia.ufc.br/pt/laboratorios-de-pesquisa/laboratorio-de-carboidratos-e-lectinas/;;Pici;?;-
104;Centro de Ciências (CC);Computação;Grupo de Lógica e Inteligência Artificial (LOGIA);João Paulo Pordeus Gomes;http://www.lia.ufc.br/~logia/;"Áreas de Atuação: Lógica (lógicas clássicas e não clássicas, teoria dos modelos finitos, complexidade descritiva, teoria da prova, programação em lógica); Inteligência Artificial (aprendizado de máquina, visão computacional, processamento de sinais, formalização do raciocínio); Teoria da Computação (computabilidade, complexidade, teoria da informação).";Pici;910;-
105;Centro de Ciências (CC);Computação;Laboratório de Biometria e Bancos de Dados Inteligentes (BIMO) do Grupo de Lógica e Inteligência Artificial (LOGIA);José Gilvan Rodrigues Maia;"http://www.bimo.ufc.br/
(EM CONSTRUÇÃO)";Linhas de pesquisa: Aprendizagem de Máquina, Biometria, Otimização, Big Data, Processamento de Imagens, Linguagem e Sinais.;Pici;952, Laboratório 07;-
106;Centro de Ciências (CC);Computação;Laboratório do Grupo de Redes de Computadores, Engenharia de Software e Telecomunicações – GREaT;"Rossana Maria de Castro Andrade (Membro do Conselho Consultivo)
Danielo Gonçalves Gomes
Miguel Franklin de Castro";https://www.great.ufc.br/;Redes de Computadores (Redes de Sensores e Mobile Cloud Computing), Engenharia de Software e Sistemas (Processos e Ferramentas de Desenvolvimento de Software) e Sistemas (Sistemas Web, Móveis e aplicados à IoT). Especialidades: Aplicações web e ferramentas, computação em nuvem, computação móvel, computação ubíqua, engenharia de software, interação humano-computador, internet das coisas (IoT), redes móveis e sem fio, redes e sensores sem fio, e segurança.;Pici;Bloco 942-A;-
107;Centro de Ciências (CC);Computação;Laboratório de Sistemas e Banco de Dados (LSBD);Javam de Castro Machado (Ex membro do Conselho de Administração);https://lsbd.ufc.br/;"Big Data & Data Privacy ; Adaptative Databases ; Cloud ; ML + Predictive ; Diagnosys ; UEFI ; Geophysics.";Pici;952;"LENOVO - empresa de tecnologia
SMART modular technologies - empresa de tecnologia
Dígitro - empresa brasileira de tecnologia, que desenvolve aplicações em Inteligência, TI e telecomunicações.
Flextronics - fabricação de produtos eletrônicos.
Hitachi - produto eletrônicos.
HP - computadores e impressoras."
108;Centro de Ciências (CC);Computação;Laboratório de Pesquisa em Ciência de Dados (INSIGHT);José Antonio Fernandes de Macedo;https://insightlab.ufc.br/;Big Data, Machine Learning, Mobilidade, Processamento de Linguagem Natural.;Pici;952;"Levarti - empresa de turismo
LG - empresa de tecnologia
Nex2me - empresa de tratamento de dados"
109;NÃO SE APLICA;NÃO SE APLICA;Centro Nacional de Processamento de Alto Desempenho (CENAPAD/UFC);Rossana Maria de Castro Andrade (Membro do Conselho Consultivo);https://cenapad.ufc.br/;https://cenapad.ufc.br/wp-content/uploads/2019/07/WorkshopINCT-MACC-HOSCAR-Casadinho-Dezembro2013.pdf;Pici;901 - Térreo da STI;-
110;Centro de Ciências (CC);Física;Laboratório de Tecnologia de Materiais;Prof. Antônio Sergio Bezerra Sombra;-;?;Pici;928;-
111;Centro de Ciências (CC);Física;Laboratório Carbono 14;Prof. Carlos Lenz Cesar;-;?;Pici;929;-
112;Centro de Ciências (CC);Física;Laboratório de Física e Computação (FICO);Giovanni Cordeiro Barroso;-;?;Pici;927;-
113;Centro de Ciências (CC);Física;Laboratório Ericson 1;Prof. Antônio Sérgio Bezerra Sombra;-;?;Pici;929 - 1º Andar;-
114;Centro de Ciências (CC);Física;Laboratório de Espectroscopia Raman;"Prof. Paulo de Tarso 
Prof. Antonio Gomes";-;?;Pici;929 - Térreo;-
115;Centro de Ciências (CC);Física;Laboratório de Filmes Finos / Optoeletroquímica;Prof. Carlos William de Araújo Paschoal;http://www.fisica.ufc.br/wp/?page_id=7592;?;Pici;929 - 1º Andar;-
116;Centro de Ciências (CC);Física;Laboratório de Fluidodinâmica e Transporte;Prof. Ascânio Dias Araújo;-;Linha de Pesquisa: ESCOAMENTO DE FLUIDOS ATRAVÉS DE MEIOS POROSOS, SCOAMENTO DE FLUIDO ATRAVÉS DE ESTRUTURAS RAMIFICADAS TIPO PULMÃO, MOBILIDADE URBANA EM CIDADES, TRANSPORTE DE SEDIMENTOS EM DUNAS.;Pici;1015, prédio do Laboratório de Óleos Pesados (próximo ao novo RU);-
117;Centro de Ciências (CC);Física;Laboratório de Laser;Prof. Paulo de Tarso Cavalcante Freire;-;?;Pici;929 - Térreo;-
118;Centro de Ciências (CC);Física;Laboratório de Microscopia Avançada (LMA);Prof. Eduardo Bedê Barros;-;?;Pici;931 - Térreo;-
119;Centro de Ciências (CC);Física;Laboratório de Petróleo;Prof. Francisco Nepomuceno Filho;-;?;Pici;928;-
120;Centro de Ciências (CC);Física;"Laboratório de Raios-X
JÁ FAZ PRESTAÇÃO DE SERVIÇO";José Marcos Sasaki;http://www.raiosx.ufc.br/site/;"Difração múltipla de raios-X em materiais (em colaboração com LDRX-UNICAMP e IPEN/CNEN); Teoria dinâmica de difração de raios-X; Estudo da polarização em materiais ferroelétricos submetidos a campo elétrico externo; Determinação de coeficientes piezoelétricos de cristais de aminoácidos por difração múltipla de raios-X usando fonte de radiação síncrotron; Caracterização de materiais orgânicos e inorgânicos por difração em policristalinos; Síntese e caracterização por difração de raios-X de nanopartículas obtidas por processos químicos.";Pici;928, Sala 34;-
121;Centro de Ciências (CC);Física;Laboratório Saturno;Prof. Valder Nogueira Freire;-;?;Pici;925;-
122;Centro de Ciências (CC);Física;Laboratório de Telecomunicações e Ciência e Engenharia de Materiais (LOCEM);Prof. Antônio Sérgio Bezerra Sombra;www.locem.ufc.br;"Desenvolvimento de Softwares; Antenas Dielétricas e de Microlinha; Biomateriais; Blindagem Eletromagnética; Componentes de Fibras Ópticas; Componentes de Guias Planares Ópticos; Materiais Amorfos e Vítreos; Materiais Dielétricos, Piezoelétricos, Ferroelétricos e Dispositivos; Materiais e Componentes Baseados em Ferritas; Materiais e Componentes de Microondas; RFID; Identificação Eletromagnética; Sensores Capacitivos e Resistivos; Sensores Ópticos; Vidros e Cerâmicas para Blindagem; Vidros Ópticos e  Metais Pesados.";Pici;930;"Furukawa Eletrics: produtos, cabos e componentes, para atender às demandas de largura de banda de redes de comunicação.
EDP - Empresa de energia elétrica
Henry -  equipamentos para controle de acesso 
ProEletronic - tecnologia e soluções para TV Digital, Celuar e Internet.
Sweda - empresa de automação comercial
LG - Tecnologia 
Brascontrol -  controle de mobilidade urbana
Portal BSD - empresa de sinal de TV
W3 Sat - empresa de equipamentos para captação de sinal terrestre e por satélite, atendendo os segmentos de operadoras de TVs, Distribuidores, Redes de Lojas e Mercado Metalmecânico
Ibramed - tecnologia ligada à estética e reabilitação
Bradar - desenvolvimento de projetos e produtos em radares de defesa, segurança e vigilância, atuando também em sensoriamento remoto para mapeamento e monitoramento.
Positivo - informática
Celestica - fabricação de compostos eletrônicos
Ericsson - telecomunicação
Embraer - aviação
Maxtra - rastreamento veicular
Radomec - produtos e serviços na área de antenas e componentes de RF e microondas.
Inova + - gestão de projetos e inovação empresarial
Proconsult segurança - serviços, alarme e monitoramento
Ecofor - limpeza urbana
Táquion inovação - projetos de inovação
3v3 - otimização do manejo agrícola
Extraton - empresa de produtos eletroeletrônicos nas áreas de automação predial e residencial.
Isotropic System - empresa de banda larga
Meta - Rastreabilidade de produtos e energias renováveis
KLD Biosistemas - tecnologia em produtos para a saúde nas áreas de fisioterapia, estética e medicina estética.
Kavo - tecnologia odontológica
Nice - tecnologia de controle de acesso
Weg - equipamentos industriais
Landis + Gyr - controle de energia elétrica"
123;Centro de Ciências (CC);Física;Laboratório de Materiais Funcionais Avançados (LAMFA);"Prof. Odair Pastor Ferreira
(Membro do Conselho de Administração)";;"Linhas de Pesquisa: Biomassa e valorização de biomassa; Biomassa e Energia; Biochar (carvões) e desenvolvimento de materiais para agricultura sustentável no semiárido; Nanomateriais e Nanocompósitos.";Pici;928 - 2º Andar;-
124;Centro de Ciências (CC);Física;Laboratório de Análise Térmica;Prof. Alejandro Pedro Ayala;;?;Pici;?;-
125;Centro de Ciências (CC);Física;Laboratório de Cristalografia Estrutural (LABCRES);Prof. Alejandro Pedro Ayala;;http://www.ppgcf.ufc.br/index.php/pt-br/laboratorios/50-laboratorio-de-cristalografia-estrutural;Pici;929 - Térreo;-
126;Centro de Ciências (CC);Física;Laboratório de Altas Pressões (LAP);Prof. Paulo de Tarso Cavalcante Freire;;?;Pici;?;-
127;Centro de Ciências (CC);Física;Laboratório de Física Isotópica/Hidrogeologia;Prof. Carlos Lenz Cesar;https://ppggeologia.ufc.br/sobre-o-programa/infraestrutura/laboratorios-fisica-isotopica/;Modelagem de sistemas aqüíferos subterrâneos. Dinâmica de circulação e qualidade das águas subterrânea.;Pici;?;-
128;Centro de Ciências (CC);Física;Laboratório de Pesquisa, Desenvolvimento e Inovação em Materiais e Componentes para Aplicações em Radiofrequência(Rf), Microondas(Mw) e Ondas Milimétricas(Mm);Prof. Antônio Sergio Bezerra Sombra;;?;Pici;?;-
129;Centro de Ciências (CC);Física;Laboratório de Sistemas Complexos;Prof. José Soares de Andrade Júnior;;?;Pici;922;-
130;Centro de Ciências (CC);Física;Laboratório de Crescimento de Cristais;Prof. Alejandro Pedro Ayala;;?;Pici;?;-
131;Centro de Ciências (CC);Física;Laboratório para preparação de nanotubos de carbono, grafenos e C-dots;"Prof. Antonio Gomes de Souza Filho
Prof. Odair Pastor Ferreira";;Linha de pesquisa: Produção de nanomateriais carbonáceos (Nanotubos de carbono, grafenos e C-dots);Pici;928 - 1º andar;-
132;Centro de Ciências (CC);Física;Laboratório LabInitio;Prof. Valder Nogueira Freire;;?;Pici;?;-
133;Centro de Ciências (CC);Física;Laboratório do Grupo de Teoria da Matéria Condensada - Materiais 2D e Semicondutores;Prof. Andrey Chaves;;Linha de Pesquisa: Interação entre luz e matéria, materiais bidimensionais, semicondutores, propriedades de eletrônicas e de transporte de materiais e nanoestruturas;Pici;929 - 1º Andar;-
134;Centro de Ciências (CC);Física;Laboratório de Simulação Numérica de Reservatórios de Óleo Pesado;Prof. Murilo Pereira de Almeida;;?;Pici;1015;-
135;Centro de Ciências (CC);Física;Laboratório de Simulação de Sistemas Coerentes (LASSCO);Prof. Carlos Alberto Santos Almeida;;?;Pici;922;-
136;Centro de Ciências (CC);Física;Laboratório de Física Biológica;Prof. Claudio Lucas Nunes de Oliveira;-;?;Pici;?;-
137;NÃO SE APLICA;NÃO SE APLICA;"Laboratório Central Analítica da UFC
JÁ FAZ PRESTAÇÃO DE SERVIÇO";Prof. Antonio Gomes de Souza Filho;http://www.centralanalitica.ufc.br/;"Serviços Oferecidos:
Imagens e medidas com uso de Microscopia Eletrônica de Varredura (MEV);
Análise elementar utilizando EDS (microanálise de raio-X);
Imagens de fluorescência utilizando microscopia Confocal;
Imagens utilizando microscopia Raman;
Microscopia de força atômica;
Microscopia óptica de campo próximo;
Preparo de amostras para Microscopia Eletrônica de Transmissão (MET);
Litografia de elétrons pelo microscópio eletrônico de varredura;
Análises escpectrometricas por Raman;
Spin coatter.";Pici;928, Lab. 34;-
138;Centro de Ciências (CC);Geografia;Laboratório de Climatologia e Recursos Hídricos (LCRH);"Maria Elisa Zanella
Marta Celina Linhares Sales";http://lcgrhufc.blogspot.com/;?;Pici;?;-
139;Centro de Ciências (CC);Geografia;Laboratório de Geoprocessamento e Cartografia Social (LABOCART);"Adryane Gorayeb Nogueira Caetano (Coord.)
Carlos Sopchaki
Antonio Jeovah de Andrade Meireles";http://www.labocart.ufc.br/;?;Pici;911, , segundo andar;-
140;Centro de Ciências (CC);Geologia;Laboratório de Geofísica de Prospecção e Sensoriamento Remoto;Raimundo Mariano Gomes Castelo Branco;https://geofisica.ufc.br/;As atividades de pesquisas envolvem atualmente as áreas de geofísica rasa e profunda através de métodos elétricos (sondagens e caminhamentos elétricos através de diversos arranjos) e métodos eletromagnéticos FEM (EM-34, GPR) e TEM, perfilagem geofísica de poços, características hidrogeológicas e hidrodinâmicas dos meios, modelagem de aqüíferos, sensoriamento remoto, integração de informações georeferenciadas – SIG, cartografia digital e processamento digital de imagens e de dados geofísicos terrestres e aéreos.;Pici;1011;Petrobrás - combustível e energia
141;Centro de Ciências (CC);Geologia;"Laboratório de Geologia Marinha e Aplicada (LGMA)
JÁ FAZ PRESTAÇÃO DE SERVIÇO";George Satander Sá Freire;https://geologia.ufc.br/laboratorios/laboratorios-degeo/laboratorio-de-geologia-marinha-e-aplicada/;Desde sua formação o LGMA, vem desenvolvendo várias pesquisas no litoral cearense, atuando na implantação de EIA/RIMA, PCA, entre outros, no monitoramento de obras costeiras, e também na aplicação de serviços técnicos ligados ao setor ambiental, tais como as diversas análises físicas e químicas de laboratório.;Pici;913;-
142;Centro de Ciências (CC);Geologia;Laboratório de Geoprocessamento (GeoCE);Cynthia Romariz Duarte;www.geoce.ufc.br;" Linhas de pesquisa: Geoprocessamento Aplicado a Modelagem Geoambiental; Geotecnologias Aplicadas à Geomorfologia; Modelagem de recursos naturais; Sensoriamento Remoto Aplicado ao Meio Ambiente e à Pesquisa Mineral.";Pici;912;-
143;Centro de Ciências (CC);Geologia;Laboratório de Geotécnica e Prospecção;César Ulisses Vieira Veríssimo ;http://www.lagetec.ufc.br/;"O laboratório está apto a executar os mais diferentes estudos relacionados ao comportamento mecânico e físico-químico de solos. Tem atuado numa ampla gama de assuntos, tais como: ensaios de solo in-situ e em laboratório; geotecnia ambiental; erosão hídrica, estabilidade de encostas e taludes naturais, taludes em obras viárias e barragens, mapeamento e diagnóstico ambiental em cavernas, etc.";Pici;913;-
144;Centro de Ciências (CC);Geologia;Laboratório de Hidrogeologia (LABHI);Itabaraci Nazareno Cavalcante;https://ppggeologia.ufc.br/sobre-o-programa/infraestrutura/laboratorio-de-hidrogeologia/;Gestão de aquíferos, Hidrogeoquímica, Mapeamento hidrogeológico, Uso e ocupação do solo e Hidrogeologia urbana, Hidrogeologia de meios fraturados etc.;Pici;?;-
145;Centro de Ciências (CC);Geologia;Laboratório de Hidrogeoquímica Ambiental (LHGA);George Satander Sá Freire;https://ppggeologia.ufc.br/sobre-o-programa/infraestrutura/laboratorio-de-hidrogeoquimica-ambiental/;?;Pici;?;-
146;Centro de Ciências (CC);Geologia;"Laboratório de Laminação (LAMIN)
JÁ FAZ PRESTAÇÃO DE SERVIÇO";Haroldo Monteiro Lima;https://geologia.ufc.br/laboratorios/laboratorios-degeo/laboratorio-de-lamina/;O laboratório atende ainda a comunidade através de projetos de extensão que visam fornecer serviços em áreas que necessitem de estudos petrográficos e/ou preparação de amostras de rochas para outras análises como difratometria, microscopia eletrônica, entre outras.;Pici;912/913;-
147;Centro de Ciências (CC);Geologia;Laboratório de Preparação de Amostras;Christiano Magini;https://ppggeologia.ufc.br/sobre-o-programa/infraestrutura/laboratorios-de-laminacao-e-de-preparacao-de-amostras/;O laboratório atende ainda a comunidade através de projetos de extensão que visam fornecer serviços em áreas que necessitem de estudos petrográficos e/ou preparação de amostras de rochas para outras análises como difratometria, microscopia eletrônica, entre outras.;Pici;?;-
148;Centro de Ciências (CC);Geologia;"Laboratório de Microscopia Eletrônica – LME do Grupo de Geodinâmica e Recursos Minerais
JÁ FAZ PRESTAÇÃO DE SERVIÇO";"Profª Irani Clezar Mattos
José de Araújo Nogueira Neto";http://www.lmegeologia.ufc.br/;"Realiza serviços de análises de: - microscopia eletrônica de varredura, em diversas escalas, pontuais ou em área; - análises químicas qualitativas e semiquantitativas (por meio de EDS); - análise petrográfica de rochas em lâmina delgada (seções polidas e bipolidas).";Pici;912, 1º andar (próximo ao Centro de Ciências);-
149;Centro de Ciências (CC);Geologia;Laboratório de Gemologia; Tereza Falcão de Oliveira Neri;https://ppggeologia.ufc.br/sobre-o-programa/infraestrutura/laboratorios-de-microscopia-e-de-gemologia/;?;Pici;?;-
150;Centro de Ciências (CC);Química Analítica e Físico-Química;Laboratório de Adsorção e Catálise (Langmuir);Prof. Antoninho Valentini;http://www.pgquim.ufc.br/laboratorios-3/;???;Pici;940;-
151;Centro de Ciências (CC);Química Analítica e Físico-Química;Laboratório de Análises e Traços (LAT);Prof. Ronaldo Ferreira do Nascimento;http://www.lat.ufc.br/;Adsorção, Desenvolvimento de Métodos Analíticos, Processos Oxidativos Avançados e Química de Materiais;Pici;939;-
152;Centro de Ciências (CC);Química Analítica e Físico-Química;Laboratório de Análises de Produtos Naturais (Lapron);Profa. Maria de Fátima Gomes Lopes;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-quimica-analitica-e-fisico-quimica-3/;???;Pici;939;-
153;Centro de Ciências (CC);Química Analítica e Físico-Química;Laboratório de Análises Químicas;Profa. Helena Becker;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-quimica-analitica-e-fisico-quimica-3/;???;Pici;940;-
154;Centro de Ciências (CC);Química Analítica e Físico-Química;"Laboratório de Eletroanal, Surfactantes e Corrosão (Lescor)
COORD. SOLICITOU EXCLUSÃO DA LISTA, VISTO QUE LAB. ESTÁ SEM EQUIPAMENTOS NO MOMENTO, SOMENTE PESQUISA BÁSICA.";Prof. Antônio Carlos Magalhães;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-quimica-analitica-e-fisico-quimica-3/;???;Pici;939;-
155;Centro de Ciências (CC);Química Analítica e Físico-Química;Laboratório de Estudos em Química Aplicada (LEQA);"Profa. Gisele Lopes
Profa. Wladiana Oliveira Matos";http://www.pgquim.ufc.br/laboratorios-3/;Os trabalhos desenvolvidos pelo LEQA estão relacionados à pesquisa e extensão na área de análise traço de elementos inorgânicos em diferentes tipos de amostra (ambientais, alimentícias, farmacêuticas, tecnológicas, industriais etc) que envolve o estudo de novas metodologias de preparo de amostra e de análises espectrométricas empregando espectrofotometria, espectrometria de absorção atômica e espectrometria de emissão atômica.;Pici;940;-
156;Centro de Ciências (CC);Química Analítica e Físico-Química;Laboratório de Métodos de Análises (Labma);Profa. Elisane Longhinotti;http://www.pgquim.ufc.br/laboratorios-3/;Atua no desenvolvimento de metodologias analíticas, aplicados a análise espectrofotométrica de metais em águas e processos adsortivos.  Os objetivos principais do grupo são, o desenvolvimento de métodos de análise por GCMS, estudo de degradação de contaminantes orgânicos em águas usando catalisadores heterogêneos (em reações do tipo Fenton), redução catalítica de nitrato em águas e na síntese de nanosílicas modificadas com compostos doadores da molécula de óxido nítrico (NO), visando aplicação medicinal. O grupo iniciou recentemente uma linha de pesquisa para processos de deionização capacitiva de águas salobras em parceria com o Instituto IMDEA energia na Espanha.;Pici;938 e 939;-
157;Centro de Ciências (CC);Química Analítica e Físico-Química;Laboratório de Química Ambiental (Laqa);Profa. Ruth Maria Bonfim Vidal;???;???;Pici;940;-
158;Centro de Ciências (CC);Química Analítica e Físico-Química;Laboratório de Química de Biopolímeros (Labiopol);Prof. Haroldo Cesar B. Paula;https://centrodeciencias.ufc.br/laboratorios-do-centro/departamento-de-quimica-analitica-e-fisico-quimica-3/;???;Pici;940;-
159;Centro de Ciências (CC);Química Orgânica e Inorgânica;Laboratório de Produtos e Tecnologia em Processos (LPT);"Prof. Claudenilson da Silva Clemente
Prof. Diego Lomonaco Vasconcelos de Oliveira (Coord)
Profa. Selma Elaine Mazzettto";http://www.pgquim.ufc.br/laboratorios-3/;???;Pici;940;-
160;Centro de Ciências (CC);Química Orgânica e Inorgânica;Grupo de Eletroquímica e Corrosão (Gelcorr);"Prof. Pedro de Lima Neto
Profa. Adriana Nunes Correia
Prof. Paulo Naftali Casciano";http://www.pgquim.ufc.br/laboratorios-3/;O grupo atua na área de desenvolvimento de metodologias analíticas para quantificação de contaminantes emergentes (pesticidas, fármacos, hormônios e corantes) e de eletroquímica de materiais (corrosão, eletrocatálise, tratamento de efluentes e eletrodeposição de metais e de ligas).;Pici;940;-
