;Unidade Acadêmica;Departamento;NomedoLaboratorio;Responsável(is);Site;Observações;Campus da UFC;Localização;Empresa Privada Parceira
308;Faculdade de Medicina (FAMED);Fisiologia e Farmacologia;Unidade de Farmacologia Clínica (UNIFAC);;http://www.npdm.ufc.br/estrutura/farmacologia-clinica/;;Porangabuçu;"Núcleo de Pesquisa e Desenvolvimento de Fármacos - NPDM
Rua Coronel Nunes de Melo, 1000";-
309;Faculdade de Medicina (FAMED);Morfologia;Núcleo de Estudos em Microscopia e Processamento de Imagens (NEMPI);Renata Ferreira de Carvalho Leitão;http://www.nempi.ufc.br/index.php;;Porangabuçu;;-
310;Faculdade de Medicina (FAMED);Patologia e Medicina Legal;Laboratório de Imunologia;Edson Holanda;http://www.ppgpatologia.ufc.br/index.php/pt-BR/teste/2014-08-25-01-36-43;;Porangabuçu;;-
311;Faculdade de Medicina (FAMED);Patologia e Medicina Legal;Laboratório de Imunopatologia Parasitária;Profa. Dra. Maria Jania Teixeira;http://www.ppgpatologia.ufc.br/index.php/pt-BR/teste/2014-08-25-01-36-43;;Porangabuçu;;-
313;Faculdade de Medicina (FAMED);Patologia e Medicina Legal;Laboratório de Imunofenotipagem;José Ájax N. Queiroz;http://www.ppgpatologia.ufc.br/index.php/pt-BR/teste/2014-08-25-01-36-43;;Porangabuçu;;-
314;Faculdade de Medicina (FAMED);Patologia e Medicina Legal;Laboratório Multiusuário de Patologia Celular e Molecular;Profa. Dra. Margarida Maria de Lima Pompeu;http://www.ppgpatologia.ufc.br/index.php/pt-BR/teste/2014-08-25-01-36-43;;Porangabuçu;;-
;Faculdade de Medicina (FAMED);Patologia e Medicina Legal;Laboratório de Entomologia Médica;"Prof. Dr. Carlos Henrique Morais de Alencar
Prof. Dr. Luciano Pamplona de Góes Cavalcanti";;;;;
;Faculdade de Medicina (FAMED);Patologia e Medicina Legal;Laboratório de Patologia Prof. Livino Pinheiro;Prof. Paulo Roberto Carvalho de Almeida;;;;;
;Faculdade de Medicina (FAMED);Fisioterapia;Laboratório de Fisioterapia Dermatofuncional;Profa. Dra. Renata Bessa Pontes;;;;;
;Faculdade de Medicina (FAMED);Fisioterapia;Laboratório de Saúde da Mulher;Profa. Dra. Simony Nascimento;;;;;
;Faculdade de Medicina (FAMED);Fisioterapia;Laboratório de Cinesioterapia e Mecanoterapia;Prof. Dr. Rodrigo Ribeiro de Oliveira;;;;;
;Faculdade de Medicina (FAMED);Fisioterapia;Laboratório de Pilates;Prof. Dr. Pedro Olavo de Paula Lima;;;;;
;Faculdade de Medicina (FAMED);Fisioterapia;Laboratório de Análise do Movimento Humano;Prof. Dr. Gabriel Leão;;;;;
;Faculdade de Medicina (FAMED);Fisioterapia;Laboratório de Eletrotermofototerapia;Prof. Dr. Rodrigo Fragoso;;;;;
;Faculdade de Medicina (FAMED);Saúde Comunitária;Laboratório de Avaliação e Pesquisa Qualitativa em Saúde(LAPQS);"Profa. Dra. Maria Lúcia Bosi
Prof. Dr. Alberto Novaes Ramos Júnior
Profa. Dra. Márcia Maria Tavares Machado
Prof. Dr. Ricardo José Soares Pontes";;;;;
;Faculdade de Medicina (FAMED);NPDM;Laboratório de Neuropsicofarmacologia;"Prof.ª. Drª. Danielle Macêdo Gaspar
Prof.ª. Drª. Francisca Clea Florenço de Sousa
Prof.ª. Drª. Glauce Socorro de Barros Viana
Prof.ª. Drª. Marta Maria de Franca Fonteles
Prof.ª. Drª. Silvania Maria Mendes de Vasconcelos
Prof. Dr. David Freitas de Lucena";;;;;
;Faculdade de Medicina (FAMED);NPDM;Unidade Multiusuário do Núcleo de Pesquisa e Desenvolvimento de Medicamentos (NPDM);"Profa. Mariana Lima Vale
Prof. Diego Veras Wilke
Prof. Ricardo Freitas Lima
Profa. Danielle Macedo Gaspar";;;;;
;Faculdade de Medicina (FAMED);NUBIMED;Laboratório da Função Pulmonar ;"Profa. Dra. Eanes Delgado Barros Pereira
Prof. Dr. Pedro Felipe Carvalhedo de Bruin";;;;;
;Faculdade de Medicina (FAMED);NUBIMED;Laboratório de Patógenos Emergentes e Reemergentes (LAPERE);"Profa. Sâmia Brlhante
Prof. Júlio Sidrim";;;;;
;Faculdade de Medicina (FAMED);NUBIMED;Núcleo de Estudos Avançados em Microbiologia Médica (NEAMM);"Prof. Dr. José Júlio Costa Sidrim (coordenador-responsável)
Profa. Dra. Raimunda Sâmia Nogueira Brilhante
Profa. Dra. Rossana de Aguiar Cordeiro.";;;;;
;Faculdade de Medicina (FAMED);NUBIMED;Laboratório de Fisioterapia Cardiorrespiratória;Profa. Dra. Daniela Gardano Bucharles Mont’Alverne;;;;;
;Faculdade de Medicina (FAMED);NUBIMED;Laboratório de Fisioterapia Neurofuncional;Profa. Dra. Lidiane Andréa Oliveira Lima;;;;;
;Faculdade de Medicina (FAMED);Unidade de Pesquisa Clínica;Laboratório de Doenças do Metabolismo Mineral na Doença Renal Crônica;"Profa. Dra. Elizabeth de Francesco Daher
Profa. Tainá Veras de Sandes Freitas";;;;;
;Faculdade de Medicina (FAMED);Unidade de Pesquisa Clínica;Laboratório de Endocrinologia;Prof. Dr. Renan Magalhães Montenegro Júnior;;;;;
244;Faculdade de Medicina (FAMED);NUBIMED;Laboratório de Fisiofarmacologia do Músculo Liso;Prof. Dr. Pedro Jorge Caldas Magalhães;http://www.ppgcf.ufc.br/index.php/pt-br/laboratorios/49-laboratorio-de-farmacologia-do-musculo-liso;?;Porangabuçu;;-
315;Faculdade de Medicina (FAMED);Patologia e Medicina Legal;Centro Especializado em Micologia Médica (CEMM);"Raimunda Sâmia Nogueira Brilhante
Marcos Fábio Gadelha Rocha
Tereza de Jesus Pinheiro Gomes Bandeira
Rossana de Aguiar Cordeiro
José Júlio Costa Sidrim";https://www.cemm-ufc.org/;;Porangabuçu;Rua Coronel Nunes de Melo, 1315;-
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Habilidades Clínicas e de Comunicação I (Simulação de baixa e média fidelidade);"Marta Maria de França
Fonteles";;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Habilidades Clínicas e de Comunicação II (Simulação de alta fidelidade);Marta Maria de França Fonteles;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Controle de Qualidade Físico-químico;Cristiani Lopes Capistrano Gonçalves de Oliveira;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Controle de Qualidade Microbiológico;Cristiani Lopes Capistrano Gonçalves de Oliveira;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Manipulação de sólidos;Cristiani Lopes Capistrano Gonçalves de Oliveira;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Manipulação de Líquidos e Semissólidos ;Cristiani Lopes Capistrano Gonçalves de Oliveira;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Produção em escala otimizada de sólidos ;Cristiani Lopes Capistrano Gonçalves de Oliveira;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Produção em escala otimizada de líquidos e semissólidos ;Cristiani Lopes Capistrano Gonçalves de Oliveira;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Cristalografia Estrutural ;Alejandro Pedro Ayala;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Farmacognosia do CEFAC (Centro de Estudos Farmacêuticos e Cosméticos) ;Luzia Kalyne Almeida Moreira Leal;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Tecnologia de Produtos Naturais do CEFAC (Centro de Estudos Farmacêuticos e Cosméticos) ;"Luzia Kalyne Almeida Moreira
Leal";;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Laboratório de Toxicologia e farmacologia celular do CEFAC (Centro de Estudos Farmacêuticos e Cosméticos) ;"Luzia Kalyne Almeida Moreira
Leal";;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Farmácia;Núcleo de ensino, pesquisa e extensão - Grupo de Prevenção ao Uso de Medicamentos (GPUIM) e seus principais centros constituintes;Mirian Parente Monteiro;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de Pesquisa em Parasitologia e Biologia de Moluscos (LPBM);Fernando Schemelzer M. Bezerra;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de Pesquisa Imunologia Celular e Molecular ;Juliana Ueda Navarro Yaochite;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de Pesquisa em Doença de Chagas ;Maria de Fátima Oliveira;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de Bioprospecção Farmacêutica e Bioquímica Clínica ;Alice Maria Costa Martins Nunes;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de Pesquisa em Citologia Clínica/Bioquímica ;Rita de Cássia Carvalho Barbosa;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de Bioprospecção de Moléculas Antimicrobianas – LABIMAN ;Hélio Vitoriano Nobre Júnior;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;LABORATÓRIOS DA GRADUAÇÃO/AULA PRÁTICA ;;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de aula prática da Parasitologia e Citologia/Graduação ;"Fernando Schermelzer de Moraes Bezerra
Rita de Cássia Carvalho Barbosa";;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de aula prática da Bioquímica e Imunologia/Graduação ;"Aparecida Tiemi Nagao Dias
Maria Goretti Rodrigues de
Queiroz";;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;Laboratório de aula prática da Hematologia Clínica e Hematologia Básica ;"Romélia Pinheiro Gonçalves Lemes 
Alcínia Braga de Lima Arruda";;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Análises Clínicas e Toxicológicas;LABORATÓRIO DE SERVIÇOS / GRADUAÇÃO/PESQUISA ;;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Odontologia;Laboratório de Radiologia ;Fabio Wildson Gurgel Costa;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Odontologia;Laboratório de Patologia ;Ana Paula Negreiros Nunes Alves;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Odontologia;Laboratório de Ortodontia ;Pedro Cesar Fernandes dos Santos;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Odontologia;Laboratório Multidisciplinar do Curso de Odontologia  (LMCO);Emmanuel Arraes de Alencar Junior;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Odontologia;Laboratório de Ensaios em Microbiologia;Karina Matthes de Freitas Pontes;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Odontologia;Laboratório de Patologia Oral Molecular (LAPOM);Ana Paula Negreiros Nunes Alves;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Odontologia;Laboratório de Prótese ;Profª. Karina Matthes de Freitas Pontes;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Enfermagem;Laboratório de Comunicação ;Mônica Oliveira Batista Oriá;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Enfermagem;Laboratório Multiusuário - Geoprocessamento ;;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Enfermagem;Laboratório de Habilidades de Enfermagem (LABHAB);Ana Fátima Carvalho Fernandes;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Enfermagem;Laboratório de Práticas Alternativas em Saúde (Labpas) ;Luciane Alves de Oliveira;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Enfermagem;Laboratório de Informática ;Zirlane Castelo Branco, Ana Karine Macedo Teixeira e Joselany Áfio Caetano;;;;;
;Centro de Ciências (CC);Estatística e Matemática Aplicada;Laboratório de Desenvolvimento de Sistemas Computacionais (LDSC);Prof. José Lassance de Castro Silva;;Desenvolvimento de sistemas computacionais com otimização de recursos para tomada de decisão;Campus do Pici;Bloco 910;
;Centro de Ciências (CC);Geografia;LABORATÓRIO DE ESTUDOS GEOEDUCACIONAIS E ESPAÇOS SIMBÓLICOS;"CHRISTIAN DENNYS MONTEIRO DE OLIVEIRA
ALEXANDRA MARIA DE OLIVEIRA,
TIAGO VIEIRA CAVALCANTE 
MARIA EDIVANI BARBOSA";http://www.leges.ufc.br/pt;Originado de um laboratório de prática de ensino, até 2005, com apoio exclusivo à Licenciatura em Geografia, o LEGES completa 14 com um conjunto de atividades de Pesquisa, Extensão e Ensino associado diretamente Geografia Cultural e projetos correlatos nos campos da Mídia Educativa, da Espaço Religiosos, do Patrimônio Imaterial e do Turismo. Agrega todos os projetos e bolsistas de seus 4 professores associados e compõe parcerias com todos os outros laboratórios do Programa de Pós-Graduação em Geografia da UFC.;Campus do Pici;Bloco 911, 2º Pavimento;
;Centro de Ciências Agrárias (CCA);Ciências do Solo;Laboratório de Levantamento de Solos;Raul Shiso Toma;;O laboratório de Levantamento de Solos foi criado recentemente para ser um laboratório didático e de pesquisa aos estudantes dos cursos de graduação e do Programa de Pós graduação em Ciência do Solo. Nele será possível a utilização de computadores para o planejamento, uso e manejo dos solos, levantamento e mapeamento dos solos e diversas técnicas de sensoriamento remoto. Além disso, atende as disciplinas de AK0008 Levantamento e Classificação de Solos (Graduação) e AKP8030 Levantamento de Solos (Pós Graduação).;Pici;807;
;Centro de Ciências (CC);Geografia;LABORATÓRIO DE GEOECOLOGIA DA PAISAGEM E PLANEJAMENTO AMBIENTAL ;PROF. DR. EDSON VICENTE DA SILVA;;;;;
;Centro de Ciências Agrárias (CCA);Engenharia Agrícola;Laboratório de Drenagem Agrícola;"Raimundo Nonato Távora Costa
 Alexsandro Oliveira da Silva";;;;;
;Centro de Ciências Agrárias (CCA);Engenharia Agrícola;Laboratório de Investigação de Acidentes com Máquinas Agrícolas;Prof. Leonardo Monteiro;;;;;
;Centro de Ciências Agrárias (CCA);Zootecnia;Laboratório de Morfologia Animal (LabMa);Profª. Carla Renata Figueiredo Gadelha;;;;;
;Centro de Ciências Agrárias (CCA);Fitotecnia;Laboratório de Entomologia Agrícola;NIÉDJA GOYANNA GOMES GONÇALVES;;;;;
;Centro de Ciências Agrárias (CCA);Estudos Interdisciplinares;Laboratório de Informática II ;Julio A. Racchumi Romero;;;;;
;Centro de Ciências Agrárias (CCA);Zootecnia;Laboratório de Abelhas;Prof. Breno Magalhães Freitas ;;;;;
;Centro de Ciências Agrárias (CCA);Estudos Interdisciplinares;Laboratório de Estudos Avançados em Desenvolvimento Regional Sustentável ;Prof.ª Suely Salgueiro Chacon;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Enfermagem;Laboratório Multiusuário de Avaliação de Saúde  (LabMas);Profª. Marli Teresinha Gimeniz Galvão;;;;;
;Campus Quixadá;Redes de Computadores;Laboratório de Redes de alta velocidade;Francisco Helder Candido dos Santos Filho;;;;;
;Centro de Ciências Agrárias (CCA);Fitotecnia;Laboratório de Micologia;Prof. Dr. Cristiano Souza Lima;;;;;
;Faculdade de Farmácia Odontologia e Enfermagem (FFOE);Odontologia;"Laboratório Multidisciplinar em Pesquisa Odontológica -
LAMPO";Vanara Florêncio Passos;;;;;
;Campus Quixadá;Design Digital;Laboratório de Usabilidade;Ingrid Teixeira Monteiro;;;;;
